,y_true,y_predicted
2014-12-25,4.0,2.0
2014-12-29,1.0,2.0
2015-01-01,1.0,2.0
2015-01-05,1.0,4.0
2015-01-08,1.0,4.0
2015-01-12,4.0,4.0
2015-01-15,0.0,4.0
2015-01-19,0.0,4.0
2015-01-22,0.0,4.0
2015-01-26,0.0,4.0
2015-08-06,4.0,2.0
2015-08-10,4.0,4.0
2015-08-13,0.0,0.0
2015-08-17,0.0,0.0
2015-08-20,0.0,4.0
2015-08-24,0.0,2.0
2015-08-27,0.0,0.0
2015-08-31,4.0,0.0
2015-09-03,1.0,0.0
2015-09-07,1.0,0.0
2015-09-10,1.0,0.0
2015-09-14,1.0,0.0
2015-09-17,1.0,0.0
2015-09-21,1.0,4.0
2015-09-24,1.0,4.0
2015-09-28,0.0,4.0
2015-10-01,0.0,4.0
2015-10-05,0.0,4.0
2015-10-08,0.0,2.0
2015-10-12,0.0,2.0
2015-10-15,1.0,2.0
2015-10-19,1.0,0.0
2015-10-22,1.0,0.0
2015-10-26,1.0,0.0
2015-10-29,1.0,0.0
2015-11-02,0.0,0.0
2015-11-05,0.0,0.0
2015-11-09,0.0,0.0
2015-11-12,2.0,0.0
2015-11-16,2.0,0.0
2015-11-19,2.0,0.0
2015-11-23,2.0,0.0
2015-11-26,0.0,0.0
2015-11-30,0.0,0.0
2015-12-03,0.0,0.0
2015-12-07,0.0,0.0
2015-12-10,0.0,0.0
2015-12-14,2.0,0.0
2015-12-17,2.0,2.0
2015-12-21,0.0,2.0
2015-12-24,0.0,2.0
2015-12-28,0.0,2.0
2015-12-31,0.0,4.0
2016-01-04,0.0,2.0
2016-01-07,0.0,2.0
2016-01-11,0.0,2.0
2016-01-14,0.0,2.0
2016-01-18,2.0,2.0
2016-01-21,2.0,0.0
2016-01-25,4.0,0.0
2016-01-28,1.0,0.0
2016-08-08,4.0,0.0
2016-08-11,0.0,4.0
2016-08-15,0.0,4.0
2016-08-18,0.0,2.0
2016-08-22,3.0,0.0
2016-08-25,3.0,0.0
2016-08-29,4.0,4.0
2016-09-01,0.0,4.0
2016-09-05,0.0,4.0
2016-09-08,0.0,3.0
2016-09-12,0.0,3.0
2016-09-15,0.0,4.0
2016-09-19,0.0,4.0
2016-09-22,0.0,4.0
2016-09-26,4.0,4.0
2016-09-29,4.0,4.0
2016-10-03,4.0,4.0
2016-10-06,2.0,4.0
2016-10-10,2.0,1.0
2016-10-13,3.0,0.0
2016-10-17,1.0,2.0
2016-10-20,1.0,4.0
2016-10-24,1.0,4.0
2016-10-27,1.0,1.0
2016-10-31,1.0,2.0
2016-11-03,1.0,4.0
2016-11-07,3.0,4.0
2016-11-10,3.0,0.0
2016-11-14,3.0,0.0
2016-11-17,0.0,4.0
2016-11-21,0.0,4.0
2016-11-24,0.0,4.0
2016-11-28,2.0,4.0
2016-12-01,2.0,0.0
2016-12-05,3.0,0.0
2016-12-08,3.0,4.0
2016-12-12,3.0,0.0
2016-12-15,0.0,2.0
2016-12-19,0.0,4.0
2016-12-22,0.0,0.0
2016-12-26,1.0,0.0
2016-12-29,1.0,0.0
2017-01-02,3.0,2.0
2017-01-05,3.0,4.0
2017-01-09,3.0,2.0
2017-01-12,3.0,2.0
2017-01-16,3.0,2.0
2017-01-19,3.0,2.0
2017-01-23,0.0,2.0
2017-01-26,0.0,4.0
2017-08-07,1.0,4.0
2017-08-10,1.0,2.0
2017-08-14,1.0,2.0
2017-08-17,1.0,2.0
2017-08-21,0.0,0.0
2017-08-24,0.0,0.0
2017-08-28,4.0,0.0
2017-08-31,4.0,0.0
2017-09-04,3.0,2.0
2017-09-07,3.0,2.0
2017-09-11,3.0,0.0
2017-09-14,3.0,0.0
2017-09-18,3.0,0.0
2017-09-21,3.0,2.0
2017-09-25,4.0,4.0
2017-09-28,0.0,0.0
2017-10-02,0.0,1.0
2017-10-05,4.0,0.0
2017-10-09,2.0,4.0
2017-10-12,2.0,4.0
2017-10-16,2.0,4.0
2017-10-19,1.0,4.0
2017-10-23,1.0,3.0
2017-10-26,4.0,4.0
2017-10-30,2.0,1.0
2017-11-02,2.0,1.0
2017-11-06,2.0,1.0
2017-11-09,2.0,4.0
2017-11-13,0.0,1.0
2017-11-16,0.0,1.0
2017-11-20,0.0,1.0
2017-11-23,3.0,1.0
2017-11-27,3.0,1.0
2017-11-30,3.0,1.0
2017-12-04,3.0,1.0
2017-12-07,3.0,1.0
2017-12-11,4.0,1.0
2017-12-14,1.0,1.0
2017-12-18,1.0,1.0
2017-12-21,1.0,1.0
2017-12-25,1.0,1.0
2017-12-28,1.0,1.0
2018-01-01,4.0,1.0
2018-01-04,4.0,1.0
2018-01-08,2.0,1.0
2018-01-11,2.0,1.0
2018-01-15,2.0,1.0
2018-01-18,2.0,1.0
2018-01-22,4.0,1.0
2018-01-25,1.0,1.0
2018-08-06,4.0,4.0
2018-08-09,4.0,4.0
2018-08-13,2.0,4.0
2018-08-16,2.0,4.0
2018-08-20,4.0,4.0
2018-08-23,0.0,4.0
2018-08-27,0.0,4.0
2018-08-30,0.0,4.0
2018-09-03,4.0,4.0
2018-09-06,4.0,0.0
2018-09-10,1.0,4.0
2018-09-13,2.0,1.0
2018-09-17,2.0,2.0
2018-09-20,4.0,0.0
2018-09-24,2.0,0.0
2018-09-27,2.0,1.0
2018-10-01,2.0,0.0
2018-10-04,2.0,0.0
2018-10-08,4.0,2.0
2018-10-11,2.0,2.0
2018-10-15,2.0,2.0
2018-10-18,0.0,0.0
2018-10-22,0.0,0.0
2018-10-25,4.0,0.0
2018-10-29,1.0,1.0
2018-11-01,1.0,4.0
2018-11-05,1.0,4.0
2018-11-08,0.0,3.0
2018-11-12,0.0,2.0
2018-11-15,0.0,2.0
2018-11-19,0.0,2.0
2018-11-22,0.0,2.0
2018-11-26,1.0,0.0
2018-11-29,1.0,0.0
2018-12-03,4.0,2.0
2018-12-06,1.0,2.0
2018-12-10,1.0,2.0
2018-12-13,1.0,4.0
2018-12-17,1.0,4.0
2018-12-20,1.0,4.0
2018-12-24,1.0,2.0
2018-12-27,1.0,2.0
2018-12-31,2.0,0.0
2019-01-03,2.0,0.0
2019-01-07,1.0,0.0
2019-01-10,1.0,2.0
2019-01-14,0.0,4.0
2019-01-17,0.0,0.0
2019-01-21,0.0,0.0
2019-01-24,0.0,2.0
2019-01-28,3.0,2.0
2019-08-08,1.0,0.0
2019-08-12,3.0,0.0
2019-08-15,4.0,0.0
2019-08-19,2.0,0.0
2019-08-22,4.0,0.0
2019-08-26,2.0,4.0
2019-08-29,2.0,0.0
2019-09-02,1.0,0.0
2019-09-05,3.0,4.0
2019-09-09,3.0,0.0
2019-09-12,4.0,0.0
2019-09-16,4.0,0.0
2019-09-19,4.0,0.0
2019-09-23,1.0,2.0
2019-09-26,1.0,0.0
2019-09-30,1.0,0.0
2019-10-03,1.0,4.0
2019-10-07,1.0,3.0
2019-10-10,0.0,1.0
2019-10-14,0.0,1.0
2019-10-17,2.0,0.0
2019-10-21,2.0,3.0
2019-10-24,4.0,3.0
2019-10-28,4.0,2.0
2019-10-31,4.0,2.0
2019-11-04,4.0,2.0
2019-11-07,1.0,0.0
2019-11-11,1.0,1.0
2019-11-14,1.0,0.0
2019-11-18,4.0,2.0
2019-11-21,0.0,2.0
2019-11-25,0.0,1.0
2019-11-28,0.0,1.0
2019-12-02,2.0,1.0
2019-12-05,1.0,1.0
2019-12-09,1.0,2.0
2019-12-12,1.0,2.0
2019-12-16,1.0,2.0
2019-12-19,1.0,2.0
2019-12-23,1.0,2.0
2019-12-26,4.0,0.0
2019-12-30,4.0,0.0
2020-01-02,1.0,2.0
2020-01-06,1.0,2.0
2020-01-09,1.0,2.0
2020-01-13,3.0,2.0
2020-01-16,3.0,2.0
2020-01-20,3.0,2.0
2020-01-23,3.0,2.0
2020-01-27,1.0,0.0
2020-08-06,4.0,1.0
2020-08-10,1.0,1.0
2020-08-13,0.0,4.0
2020-08-17,4.0,1.0
2020-08-20,4.0,4.0
2020-08-24,3.0,1.0
2020-08-27,3.0,1.0
2020-08-31,1.0,2.0
2020-09-03,4.0,2.0
2020-09-07,4.0,1.0
2020-09-10,1.0,1.0
2020-09-14,1.0,1.0
2020-09-17,4.0,1.0
2020-09-21,4.0,1.0
2020-09-24,1.0,0.0
2020-09-28,1.0,1.0
2020-10-01,0.0,1.0
2020-10-05,0.0,0.0
2020-10-08,4.0,0.0
2020-10-12,4.0,0.0
2020-10-15,4.0,0.0
2020-10-19,1.0,4.0
2020-10-22,1.0,2.0
2020-10-26,0.0,0.0
2020-10-29,0.0,3.0
