,y_true,y_predicted
2015-01-15,3.0,0.0
2015-01-19,3.0,1.0
2015-01-22,0.0,0.0
2015-01-26,4.0,2.0
2015-01-29,2.0,0.0
2015-02-02,2.0,0.0
2015-02-05,4.0,0.0
2015-02-09,1.0,1.0
2015-02-12,1.0,1.0
2015-02-16,1.0,1.0
2015-02-19,1.0,1.0
2015-02-23,4.0,4.0
2015-02-26,0.0,4.0
2015-03-02,0.0,0.0
2015-03-05,0.0,0.0
2015-03-09,0.0,4.0
2015-09-17,4.0,2.0
2015-09-21,4.0,0.0
2015-09-24,0.0,0.0
2015-09-28,0.0,0.0
2015-10-01,0.0,0.0
2015-10-05,0.0,0.0
2015-10-08,0.0,2.0
2015-10-12,4.0,2.0
2015-10-15,1.0,0.0
2015-10-19,1.0,0.0
2015-10-22,1.0,0.0
2015-10-26,1.0,4.0
2015-10-29,1.0,0.0
2015-11-02,1.0,0.0
2015-11-05,1.0,0.0
2015-11-09,0.0,0.0
2015-11-12,0.0,0.0
2015-11-16,0.0,0.0
2015-11-19,0.0,0.0
2015-11-23,0.0,0.0
2015-11-26,1.0,0.0
2015-11-30,1.0,0.0
2015-12-03,1.0,0.0
2015-12-07,1.0,0.0
2015-12-10,1.0,0.0
2015-12-14,0.0,0.0
2015-12-17,0.0,0.0
2015-12-21,0.0,0.0
2015-12-24,2.0,0.0
2015-12-28,2.0,0.0
2015-12-31,2.0,0.0
2016-01-04,2.0,2.0
2016-01-07,0.0,0.0
2016-01-11,0.0,0.0
2016-01-14,0.0,0.0
2016-01-18,0.0,0.0
2016-01-21,0.0,0.0
2016-01-25,2.0,0.0
2016-01-28,2.0,0.0
2016-02-01,0.0,0.0
2016-02-04,0.0,0.0
2016-02-08,0.0,0.0
2016-02-11,0.0,4.0
2016-02-15,0.0,0.0
2016-02-18,0.0,0.0
2016-02-22,0.0,2.0
2016-02-25,0.0,0.0
2016-02-29,2.0,4.0
2016-03-03,2.0,4.0
2016-03-07,4.0,4.0
2016-03-10,1.0,2.0
2016-09-19,4.0,4.0
2016-09-22,0.0,0.0
2016-09-26,0.0,0.0
2016-09-29,0.0,0.0
2016-10-03,3.0,0.0
2016-10-06,3.0,2.0
2016-10-10,4.0,2.0
2016-10-13,0.0,2.0
2016-10-17,0.0,0.0
2016-10-20,0.0,0.0
2016-10-24,0.0,2.0
2016-10-27,0.0,2.0
2016-10-31,0.0,2.0
2016-11-03,0.0,0.0
2016-11-07,4.0,2.0
2016-11-10,4.0,0.0
2016-11-14,4.0,4.0
2016-11-17,2.0,4.0
2016-11-21,2.0,4.0
2016-11-24,3.0,4.0
2016-11-28,1.0,4.0
2016-12-01,1.0,4.0
2016-12-05,1.0,0.0
2016-12-08,1.0,0.0
2016-12-12,1.0,0.0
2016-12-15,1.0,0.0
2016-12-19,3.0,0.0
2016-12-22,3.0,0.0
2016-12-26,3.0,0.0
2016-12-29,0.0,0.0
2017-01-02,0.0,0.0
2017-01-05,0.0,0.0
2017-01-09,2.0,0.0
2017-01-12,2.0,3.0
2017-01-16,3.0,4.0
2017-01-19,3.0,1.0
2017-01-23,3.0,1.0
2017-01-26,0.0,1.0
2017-01-30,0.0,2.0
2017-02-02,0.0,0.0
2017-02-06,1.0,0.0
2017-02-09,1.0,4.0
2017-02-13,3.0,1.0
2017-02-16,3.0,1.0
2017-02-20,3.0,1.0
2017-02-23,3.0,1.0
2017-02-27,3.0,3.0
2017-03-02,3.0,4.0
2017-03-06,0.0,0.0
2017-03-09,0.0,0.0
2017-09-18,1.0,2.0
2017-09-21,1.0,2.0
2017-09-25,1.0,2.0
2017-09-28,1.0,2.0
2017-10-02,0.0,2.0
2017-10-05,0.0,0.0
2017-10-09,4.0,0.0
2017-10-12,4.0,0.0
2017-10-16,3.0,0.0
2017-10-19,3.0,4.0
2017-10-23,3.0,0.0
2017-10-26,3.0,0.0
2017-10-30,3.0,4.0
2017-11-02,3.0,1.0
2017-11-06,4.0,0.0
2017-11-09,0.0,0.0
2017-11-13,0.0,0.0
2017-11-16,4.0,0.0
2017-11-20,2.0,0.0
2017-11-23,2.0,0.0
2017-11-27,2.0,0.0
2017-11-30,1.0,0.0
2017-12-04,1.0,0.0
2017-12-07,4.0,0.0
2017-12-11,2.0,2.0
2017-12-14,2.0,2.0
2017-12-18,2.0,0.0
2017-12-21,2.0,0.0
2017-12-25,0.0,0.0
2017-12-28,0.0,0.0
2018-01-01,0.0,0.0
2018-01-04,3.0,0.0
2018-01-08,3.0,0.0
2018-01-11,3.0,0.0
2018-01-15,3.0,0.0
2018-01-18,3.0,4.0
2018-01-22,4.0,4.0
2018-01-25,1.0,4.0
2018-01-29,1.0,1.0
2018-02-01,1.0,4.0
2018-02-05,1.0,2.0
2018-02-08,1.0,1.0
2018-02-12,4.0,2.0
2018-02-15,4.0,2.0
2018-02-19,2.0,2.0
2018-02-22,2.0,2.0
2018-02-26,2.0,2.0
2018-03-01,2.0,1.0
2018-03-05,4.0,1.0
2018-03-08,1.0,1.0
2018-09-17,4.0,0.0
2018-09-20,4.0,0.0
2018-09-24,2.0,0.0
2018-09-27,2.0,2.0
2018-10-01,4.0,2.0
2018-10-04,0.0,4.0
2018-10-08,0.0,0.0
2018-10-11,0.0,0.0
2018-10-15,4.0,4.0
2018-10-18,4.0,4.0
2018-10-22,1.0,4.0
2018-10-25,2.0,4.0
2018-10-29,2.0,4.0
2018-11-01,4.0,4.0
2018-11-05,2.0,4.0
2018-11-08,2.0,0.0
2018-11-12,2.0,0.0
2018-11-15,2.0,4.0
2018-11-19,4.0,2.0
2018-11-22,2.0,2.0
2018-11-26,2.0,1.0
2018-11-29,0.0,1.0
2018-12-03,0.0,0.0
2018-12-06,4.0,4.0
2018-12-10,1.0,2.0
2018-12-13,1.0,2.0
2018-12-17,1.0,2.0
2018-12-20,0.0,0.0
2018-12-24,0.0,4.0
2018-12-27,0.0,4.0
2018-12-31,0.0,2.0
2019-01-03,0.0,2.0
2019-01-07,1.0,2.0
2019-01-10,1.0,2.0
2019-01-14,4.0,2.0
2019-01-17,1.0,2.0
2019-01-21,1.0,2.0
2019-01-24,1.0,2.0
2019-01-28,1.0,2.0
2019-01-31,1.0,1.0
2019-02-04,1.0,1.0
2019-02-07,1.0,1.0
2019-02-11,2.0,1.0
2019-02-14,2.0,0.0
2019-02-18,1.0,0.0
2019-02-21,1.0,0.0
2019-02-25,0.0,0.0
2019-02-28,0.0,0.0
2019-03-04,0.0,0.0
2019-03-07,0.0,0.0
2019-03-11,3.0,0.0
2019-09-19,1.0,4.0
2019-09-23,3.0,1.0
2019-09-26,4.0,1.0
2019-09-30,2.0,0.0
2019-10-03,4.0,1.0
2019-10-07,2.0,4.0
2019-10-10,2.0,0.0
2019-10-14,1.0,1.0
2019-10-17,3.0,1.0
2019-10-21,3.0,0.0
2019-10-24,4.0,0.0
2019-10-28,4.0,0.0
2019-10-31,4.0,0.0
2019-11-04,1.0,0.0
2019-11-07,1.0,4.0
2019-11-11,1.0,0.0
2019-11-14,1.0,4.0
2019-11-18,1.0,1.0
2019-11-21,0.0,1.0
2019-11-25,0.0,4.0
2019-11-28,2.0,4.0
2019-12-02,2.0,1.0
2019-12-05,4.0,4.0
2019-12-09,4.0,1.0
2019-12-12,4.0,1.0
2019-12-16,4.0,1.0
2019-12-19,1.0,1.0
2019-12-23,1.0,1.0
2019-12-26,1.0,4.0
2019-12-30,4.0,0.0
2020-01-02,0.0,0.0
2020-01-06,0.0,0.0
2020-01-09,0.0,0.0
2020-01-13,2.0,0.0
2020-01-16,1.0,0.0
2020-01-20,1.0,0.0
2020-01-23,1.0,0.0
2020-01-27,1.0,0.0
2020-01-30,1.0,0.0
2020-02-03,1.0,0.0
2020-02-06,4.0,4.0
2020-02-10,4.0,0.0
2020-02-13,1.0,0.0
2020-02-17,1.0,0.0
2020-02-20,1.0,0.0
2020-02-24,3.0,0.0
2020-02-27,3.0,0.0
2020-03-02,3.0,0.0
2020-03-05,3.0,0.0
2020-03-09,1.0,0.0
2020-09-17,4.0,2.0
2020-09-21,1.0,2.0
2020-09-24,0.0,0.0
2020-09-28,4.0,2.0
2020-10-01,4.0,2.0
2020-10-05,3.0,2.0
2020-10-08,3.0,2.0
2020-10-12,1.0,2.0
2020-10-15,4.0,2.0
2020-10-19,4.0,4.0
2020-10-22,1.0,0.0
2020-10-26,1.0,0.0
2020-10-29,4.0,0.0
2020-11-02,4.0,0.0
2020-11-05,1.0,0.0
2020-11-09,1.0,0.0
2020-11-12,0.0,0.0
2020-11-16,0.0,0.0
2020-11-19,4.0,0.0
2020-11-23,4.0,0.0
2020-11-26,4.0,0.0
