,y_true,y_predicted
2010-12-09,4.0,3.0
2010-12-13,4.0,3.0
2010-12-16,2.0,3.0
2010-12-20,1.0,3.0
2010-12-23,1.0,3.0
2010-12-27,2.0,2.0
2010-12-30,4.0,2.0
2011-01-03,4.0,3.0
2011-01-06,4.0,3.0
2011-01-10,1.0,3.0
2011-01-13,1.0,4.0
2011-01-17,4.0,1.0
2011-01-20,0.0,0.0
2011-01-24,4.0,0.0
2011-01-27,1.0,4.0
2011-01-31,1.0,4.0
2011-02-03,1.0,3.0
2011-02-07,1.0,3.0
2011-02-10,1.0,3.0
2011-02-14,1.0,1.0
2011-02-17,3.0,3.0
2011-02-21,3.0,3.0
2011-02-24,0.0,3.0
2011-02-28,0.0,3.0
2011-03-03,0.0,0.0
2011-03-07,0.0,0.0
2011-03-10,1.0,0.0
2011-03-14,2.0,0.0
2011-03-17,2.0,0.0
2011-09-26,0.0,0.0
2011-09-29,0.0,0.0
2011-10-03,4.0,0.0
2011-10-06,2.0,0.0
2011-10-10,4.0,0.0
2011-10-13,1.0,3.0
2011-10-17,2.0,0.0
2011-10-20,2.0,1.0
2011-10-24,1.0,1.0
2011-10-27,1.0,1.0
2011-10-31,1.0,1.0
2011-11-03,1.0,1.0
2011-11-07,1.0,1.0
2011-11-10,4.0,1.0
2011-11-14,0.0,1.0
2011-11-17,0.0,1.0
2011-11-21,1.0,0.0
2011-11-24,1.0,1.0
2011-11-28,1.0,1.0
2011-12-01,1.0,1.0
2011-12-05,1.0,1.0
2011-12-08,1.0,1.0
2011-12-12,1.0,1.0
2011-12-15,1.0,1.0
2011-12-19,0.0,0.0
2011-12-22,0.0,0.0
2011-12-26,0.0,0.0
2011-12-29,1.0,0.0
2012-01-02,1.0,0.0
2012-01-05,3.0,0.0
2012-01-09,4.0,3.0
2012-01-12,0.0,3.0
2012-01-16,0.0,0.0
2012-01-19,1.0,0.0
2012-01-23,0.0,0.0
2012-01-26,0.0,0.0
2012-01-30,0.0,0.0
2012-02-02,0.0,0.0
2012-02-06,0.0,0.0
2012-02-09,1.0,0.0
2012-02-13,1.0,0.0
2012-02-16,1.0,0.0
2012-02-20,1.0,1.0
2012-02-23,1.0,1.0
2012-02-27,1.0,1.0
2012-03-01,1.0,1.0
2012-03-05,0.0,1.0
2012-03-08,0.0,0.0
2012-03-12,1.0,0.0
2012-03-15,1.0,0.0
2012-09-24,4.0,0.0
2012-09-27,4.0,0.0
2012-10-01,3.0,4.0
2012-10-04,4.0,4.0
2012-10-08,4.0,0.0
2012-10-11,3.0,0.0
2012-10-15,4.0,3.0
2012-10-18,4.0,3.0
2012-10-22,4.0,2.0
2012-10-25,2.0,2.0
2012-10-29,3.0,2.0
2012-11-01,3.0,2.0
2012-11-05,1.0,3.0
2012-11-08,3.0,3.0
2012-11-12,3.0,3.0
2012-11-15,3.0,3.0
2012-11-19,3.0,3.0
2012-11-22,3.0,3.0
2012-11-26,4.0,3.0
2012-11-29,1.0,3.0
2012-12-03,1.0,3.0
2012-12-06,1.0,1.0
2012-12-10,2.0,1.0
2012-12-13,2.0,1.0
2012-12-17,2.0,3.0
2012-12-20,2.0,3.0
2012-12-24,2.0,0.0
2012-12-27,1.0,0.0
2012-12-31,1.0,0.0
2013-01-03,1.0,0.0
2013-01-07,1.0,1.0
2013-01-10,2.0,1.0
2013-01-14,2.0,1.0
2013-01-17,2.0,2.0
2013-01-21,4.0,2.0
2013-01-24,4.0,2.0
2013-01-28,1.0,4.0
2013-01-31,1.0,0.0
2013-02-04,1.0,0.0
2013-02-07,2.0,1.0
2013-02-11,1.0,1.0
2013-02-14,1.0,1.0
2013-02-18,2.0,1.0
2013-02-21,2.0,2.0
2013-02-25,2.0,2.0
2013-02-28,4.0,2.0
2013-03-04,4.0,2.0
2013-03-07,2.0,3.0
2013-03-11,2.0,2.0
2013-03-14,2.0,2.0
2013-03-18,2.0,3.0
2013-09-26,1.0,3.0
2013-09-30,1.0,3.0
2013-10-03,1.0,1.0
2013-10-07,2.0,1.0
2013-10-10,2.0,2.0
2013-10-14,2.0,2.0
2013-10-17,2.0,2.0
2013-10-21,1.0,1.0
2013-10-24,1.0,1.0
2013-10-28,1.0,1.0
2013-10-31,1.0,1.0
2013-11-04,3.0,1.0
2013-11-07,3.0,3.0
2013-11-11,4.0,3.0
2013-11-14,2.0,3.0
2013-11-18,3.0,2.0
2013-11-21,3.0,2.0
2013-11-25,3.0,3.0
2013-11-28,3.0,3.0
2013-12-02,4.0,3.0
2013-12-05,4.0,3.0
2013-12-09,1.0,3.0
2013-12-12,1.0,3.0
2013-12-16,1.0,1.0
2013-12-19,4.0,1.0
2013-12-23,2.0,1.0
2013-12-26,2.0,1.0
2013-12-30,1.0,4.0
2014-01-02,1.0,1.0
2014-01-06,4.0,1.0
2014-01-09,4.0,1.0
2014-01-13,2.0,1.0
2014-01-16,2.0,4.0
2014-01-20,3.0,1.0
2014-01-23,3.0,1.0
2014-01-27,3.0,3.0
2014-01-30,3.0,3.0
2014-02-03,4.0,3.0
2014-02-06,0.0,0.0
2014-02-10,4.0,0.0
2014-02-13,2.0,4.0
2014-02-17,2.0,4.0
2014-02-20,3.0,4.0
2014-02-24,3.0,0.0
2014-02-27,0.0,0.0
2014-03-03,0.0,0.0
2014-03-06,4.0,0.0
2014-03-10,4.0,0.0
2014-03-13,4.0,0.0
2014-03-17,4.0,4.0
2014-09-25,4.0,1.0
2014-09-29,0.0,1.0
2014-10-02,0.0,0.0
2014-10-06,0.0,2.0
2014-10-09,0.0,2.0
2014-10-13,0.0,0.0
2014-10-16,4.0,0.0
2014-10-20,4.0,0.0
2014-10-23,4.0,0.0
2014-10-27,2.0,4.0
2014-10-30,2.0,0.0
2014-11-03,4.0,4.0
2014-11-06,2.0,4.0
2014-11-10,2.0,0.0
2014-11-13,4.0,4.0
2014-11-17,3.0,4.0
2014-11-20,1.0,1.0
2014-11-24,0.0,1.0
2014-11-27,0.0,3.0
2014-12-01,0.0,0.0
2014-12-04,0.0,0.0
2014-12-08,0.0,0.0
2014-12-11,0.0,0.0
2014-12-15,1.0,0.0
2014-12-18,1.0,0.0
2014-12-22,4.0,4.0
2014-12-25,3.0,4.0
2014-12-29,3.0,3.0
2015-01-01,3.0,3.0
2015-01-05,0.0,3.0
2015-01-08,0.0,4.0
2015-01-12,0.0,0.0
2015-01-15,0.0,0.0
2015-01-19,3.0,0.0
2015-01-22,3.0,4.0
2015-01-26,3.0,4.0
2015-01-29,0.0,3.0
2015-02-02,4.0,0.0
2015-02-05,2.0,0.0
2015-02-09,2.0,0.0
2015-02-12,4.0,4.0
2015-02-16,1.0,4.0
2015-02-19,1.0,4.0
2015-02-23,1.0,1.0
2015-02-26,1.0,3.0
2015-03-02,4.0,3.0
2015-03-05,0.0,3.0
2015-03-09,0.0,0.0
2015-03-12,0.0,0.0
2015-03-16,0.0,2.0
2015-09-24,4.0,0.0
2015-09-28,4.0,0.0
2015-10-01,0.0,2.0
2015-10-05,0.0,0.0
2015-10-08,0.0,0.0
2015-10-12,0.0,0.0
2015-10-15,0.0,0.0
2015-10-19,4.0,0.0
2015-10-22,1.0,0.0
2015-10-26,1.0,0.0
2015-10-29,1.0,4.0
2015-11-02,1.0,1.0
2015-11-05,1.0,1.0
2015-11-09,1.0,1.0
2015-11-12,1.0,1.0
2015-11-16,0.0,1.0
2015-11-19,0.0,1.0
2015-11-23,0.0,0.0
2015-11-26,0.0,0.0
2015-11-30,0.0,0.0
2015-12-03,1.0,0.0
2015-12-07,1.0,0.0
2015-12-10,1.0,1.0
2015-12-14,1.0,1.0
2015-12-17,1.0,1.0
2015-12-21,0.0,1.0
2015-12-24,0.0,0.0
2015-12-28,0.0,0.0
2015-12-31,2.0,0.0
2016-01-04,2.0,0.0
2016-01-07,2.0,2.0
2016-01-11,2.0,2.0
2016-01-14,0.0,2.0
2016-01-18,0.0,2.0
2016-01-21,0.0,0.0
2016-01-25,0.0,0.0
2016-01-28,0.0,0.0
2016-02-01,2.0,0.0
2016-02-04,2.0,0.0
2016-02-08,0.0,0.0
2016-02-11,0.0,0.0
2016-02-15,0.0,0.0
2016-02-18,0.0,0.0
2016-02-22,0.0,0.0
2016-02-25,0.0,0.0
2016-02-29,0.0,0.0
2016-03-03,0.0,0.0
2016-03-07,2.0,0.0
2016-03-10,2.0,2.0
2016-03-14,4.0,2.0
2016-03-17,1.0,2.0
2016-09-26,4.0,4.0
2016-09-29,0.0,4.0
2016-10-03,0.0,4.0
2016-10-06,0.0,0.0
2016-10-10,3.0,0.0
2016-10-13,3.0,0.0
2016-10-17,4.0,0.0
2016-10-20,0.0,4.0
2016-10-24,0.0,0.0
2016-10-27,0.0,0.0
2016-10-31,0.0,0.0
2016-11-03,0.0,0.0
2016-11-07,0.0,0.0
2016-11-10,0.0,0.0
2016-11-14,4.0,0.0
2016-11-17,4.0,0.0
2016-11-21,4.0,2.0
2016-11-24,2.0,2.0
2016-11-28,2.0,2.0
2016-12-01,3.0,2.0
2016-12-05,1.0,2.0
2016-12-08,1.0,2.0
2016-12-12,1.0,4.0
2016-12-15,1.0,1.0
2016-12-19,1.0,1.0
2016-12-22,1.0,1.0
2016-12-26,3.0,1.0
2016-12-29,3.0,3.0
2017-01-02,3.0,3.0
2017-01-05,0.0,3.0
2017-01-09,0.0,3.0
2017-01-12,0.0,0.0
2017-01-16,2.0,0.0
2017-01-19,2.0,0.0
2017-01-23,3.0,4.0
2017-01-26,3.0,4.0
2017-01-30,3.0,2.0
2017-02-02,0.0,2.0
2017-02-06,0.0,0.0
2017-02-09,0.0,0.0
2017-02-13,1.0,2.0
2017-02-16,1.0,0.0
2017-02-20,3.0,1.0
2017-02-23,3.0,1.0
2017-02-27,3.0,1.0
2017-03-02,3.0,3.0
2017-03-06,3.0,3.0
2017-03-09,3.0,3.0
2017-03-13,0.0,0.0
2017-03-16,0.0,0.0
2017-09-25,1.0,0.0
2017-09-28,1.0,4.0
2017-10-02,1.0,1.0
2017-10-05,1.0,1.0
2017-10-09,0.0,1.0
2017-10-12,0.0,1.0
2017-10-16,4.0,0.0
2017-10-19,4.0,0.0
2017-10-23,3.0,2.0
2017-10-26,3.0,1.0
2017-10-30,3.0,1.0
2017-11-02,3.0,1.0
2017-11-06,3.0,3.0
2017-11-09,3.0,3.0
2017-11-13,4.0,0.0
2017-11-16,0.0,0.0
2017-11-20,0.0,3.0
2017-11-23,4.0,0.0
2017-11-27,2.0,0.0
2017-11-30,2.0,0.0
2017-12-04,2.0,0.0
2017-12-07,1.0,0.0
2017-12-11,1.0,0.0
2017-12-14,4.0,1.0
2017-12-18,2.0,1.0
2017-12-21,2.0,2.0
2017-12-25,2.0,3.0
2017-12-28,2.0,0.0
2018-01-01,0.0,0.0
2018-01-04,0.0,4.0
2018-01-08,0.0,4.0
2018-01-11,3.0,0.0
2018-01-15,3.0,0.0
2018-01-18,3.0,0.0
2018-01-22,3.0,0.0
2018-01-25,3.0,0.0
2018-01-29,4.0,4.0
2018-02-01,1.0,4.0
2018-02-05,1.0,1.0
2018-02-08,1.0,1.0
2018-02-12,1.0,1.0
2018-02-15,1.0,1.0
2018-02-19,4.0,1.0
2018-02-22,4.0,1.0
2018-02-26,2.0,1.0
2018-03-01,2.0,1.0
2018-03-05,2.0,1.0
2018-03-08,2.0,4.0
2018-03-12,4.0,2.0
2018-03-15,1.0,1.0
2018-09-24,4.0,0.0
2018-09-27,4.0,0.0
2018-10-01,2.0,1.0
2018-10-04,2.0,1.0
2018-10-08,4.0,1.0
2018-10-11,0.0,0.0
2018-10-15,0.0,0.0
2018-10-18,0.0,0.0
2018-10-22,4.0,0.0
2018-10-25,4.0,0.0
2018-10-29,1.0,4.0
2018-11-01,2.0,1.0
2018-11-05,2.0,4.0
2018-11-08,4.0,4.0
2018-11-12,2.0,4.0
2018-11-15,2.0,4.0
2018-11-19,2.0,2.0
2018-11-22,2.0,2.0
2018-11-26,4.0,2.0
2018-11-29,2.0,4.0
2018-12-03,2.0,0.0
2018-12-06,0.0,0.0
2018-12-10,0.0,0.0
2018-12-13,4.0,2.0
2018-12-17,1.0,2.0
2018-12-20,1.0,2.0
2018-12-24,1.0,1.0
2018-12-27,0.0,1.0
2018-12-31,0.0,0.0
2019-01-03,0.0,2.0
2019-01-07,0.0,2.0
2019-01-10,0.0,0.0
2019-01-14,1.0,0.0
2019-01-17,1.0,0.0
2019-01-21,4.0,4.0
2019-01-24,1.0,4.0
2019-01-28,1.0,1.0
2019-01-31,1.0,1.0
